Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,admixture,Coarse aggregate,SCMContent,Binder,WBRatio,AggregateToBinder,AdmixtureToBinder
2177,189.23,78.85,47.31,0.0,315.38,160.91,0.51,715.93,3,9.301,2.61,1193.54,126.16,315.39,0.5101937283997591,6.054313706839151,0.008275468467611529
2178,210.6,87.75,52.65,0.0,351.0,147.54,0.42,775.0,7,29.897,2.91,1200.99,140.4,351.0,0.4203418803418803,5.62960113960114,0.008290598290598292
2179,314.79,23.02,277.95,136.67,752.43,123.54,0.164,897.13,28,113.88,22.04,535.36,437.64,752.4300000000001,0.16418803078027192,1.9038182953896041,0.029291761359860714
2180,337.89,0.0,434.43,193.08,965.4,153.66,0.159,956.99,28,135.18,29.84,0.0,627.51,965.4,0.15916718458669982,0.9912885850424695,0.030909467578205927
2181,197.19,82.16,49.3,0.0,328.66,154.52,0.47,792.85,3,17.716,2.84,1209.03,131.45999999999998,328.65,0.4701658299102389,6.091221664384604,0.008641411836300015
2182,217.31,97.74,75.9,0.0,390.95,168.69,0.432,735.43,7,38.83,3.67,1240.6,173.64,390.95,0.4314874024811357,5.054431512981199,0.009387389691776443
2183,355.13,0.0,456.59,202.93,1014.65,160.33,0.158,969.11,14,121.391,40.35,0.0,659.52,1014.65,0.1580150790913123,0.9551175282116986,0.039767407480411965
2184,344.43,0.0,442.84,196.82,984.1,153.99,0.156,1020.84,28,133.03,33.56,0.0,639.66,984.0899999999999,0.15647959028137673,1.0373441453525594,0.034102571919235034
2185,297.15,36.49,239.17,116.34,689.15,127.38,0.185,757.5,3,47.18,18.85,989.57,392.0,689.15,0.1848363926576217,2.5351084669520425,0.027352535732424004
2186,224.49,98.6,90.24,6.31,419.63,175.61,0.418,742.58,7,36.344,3.27,1190.91,195.14999999999998,419.64,0.41847774282718525,4.607496902106568,0.007792393480125823
2187,253.25,88.19,130.55,39.75,511.74,163.7,0.32,727.39,14,61.432,7.97,1148.77,258.49,511.74,0.31988900613592836,3.666236760855121,0.015574315081877515
2188,335.73,0.13,335.53,167.75,839.14,137.32,0.164,820.84,28,119.97,22.97,698.39,503.40999999999997,839.14,0.16364373048597372,1.8104607097742929,0.02737326310270038
2189,192.31,80.13,48.08,0.0,320.51,158.55,0.495,764.87,3,14.187,2.21,1237.12,128.20999999999998,320.52,0.49466491950580316,6.246068888056907,0.006895045550979658
2190,347.64,0.0,467.99,203.91,1019.54,154.31,0.151,1062.78,28,143.61,41.04,0.0,671.9,1019.54,0.15135257076720876,1.0424112835200188,0.04025344763324637
2191,243.88,89.76,121.94,32.18,487.76,160.18,0.328,715.79,14,57.985,5.73,1196.45,243.88,487.76,0.32839921272757094,3.9204526816467116,0.011747580777431524
2192,344.04,0.0,452.64,199.17,995.84,155.03,0.156,1003.65,28,141.81,31.34,0.0,651.81,995.8499999999999,0.15567605563086812,1.0078325048953156,0.03147060300246021
2193,193.19,80.5,48.3,0.0,321.98,147.24,0.457,796.23,3,10.127,2.38,1215.36,128.8,321.99,0.45728128202739216,6.247367930681077,0.0073915338985682776
2194,292.24,39.8,229.78,112.13,673.94,136.33,0.202,802.47,7,72.827,18.01,955.51,381.71,673.95,0.20228503598189776,2.608472438608205,0.026723050671414793
2195,251.26,82.71,162.3,55.14,551.41,167.93,0.305,741.84,14,78.11,8.88,1145.94,300.15,551.41,0.3045465261783428,3.4235505340853454,0.01610416931140168
2196,263.97,75.58,175.98,71.07,586.59,130.34,0.222,768.59,28,90.383,13.95,1007.19,322.63,586.6,0.22219570405727923,3.027241732015002,0.023781111489942035
2197,206.5,86.04,51.62,0.0,344.16,160.78,0.467,721.45,3,22.886,2.6,1157.42,137.66,344.15999999999997,0.46716643421664344,5.4592921896792195,0.007554625755462577
2198,227.73,97.08,98.89,11.79,435.49,176.84,0.406,747.94,7,42.461,5.23,1243.67,207.76,435.49,0.40607132195917245,4.573262302234265,0.012009460607591449
2199,254.3,82.76,169.53,58.51,565.1,168.13,0.298,750.59,14,81.659,11.36,1093.46,310.8,565.1,0.29752256237834007,3.2632277473013627,0.020102636701468765
2200,345.58,0.0,444.32,197.47,987.37,146.76,0.149,1034.72,28,137.9,34.94,0.0,641.79,987.3699999999999,0.14863728895955924,1.0479556802414496,0.035386937014493046
2201,201.6,84.0,50.4,0.0,336.01,151.72,0.452,744.44,3,16.002,1.95,1208.89,134.4,336.0,0.45154761904761903,5.8134821428571435,0.005803571428571429
2202,219.65,96.7,87.71,5.75,409.81,157.74,0.385,750.46,7,38.822,2.92,1159.92,190.16,409.81,0.3849100802811059,4.661623679266001,0.007125253166101364
2203,250.55,80.97,137.41,48.34,517.27,169.47,0.328,709.08,14,67.82,7.75,1101.12,266.72,517.27,0.3276238714791115,3.4995263595414383,0.014982504301428655
2204,260.9,77.03,173.93,67.91,579.78,143.94,0.248,735.06,28,88.57,13.72,1028.53,318.87,579.77,0.2482708660330821,3.0418786760267,0.023664556634527486
2205,190.68,79.45,47.67,0.0,317.79,148.26,0.467,773.16,3,11.535,2.76,1193.94,127.12,317.8,0.46651982378854623,6.189741976085588,0.00868470736312146
2206,217.1,97.34,82.29,2.45,399.18,161.84,0.405,759.87,7,41.229,3.34,1174.33,182.07999999999998,399.17999999999995,0.40543113382433993,4.845433137932762,0.008367152662959067
2207,340.32,0.0,421.45,190.44,952.22,151.99,0.16,919.3,14,109.957,28.46,353.1,611.89,952.21,0.15961815145818675,1.3362598586446268,0.02988836496151059
2208,240.15,90.16,120.07,29.92,480.29,177.02,0.369,730.92,28,56.144,7.13,1168.54,240.14999999999998,480.29999999999995,0.36856131584426405,3.9547366229439938,0.014844888611284615
2209,201.13,83.8,50.28,0.0,335.22,141.24,0.421,798.2,3,21.397,2.51,1159.62,134.07999999999998,335.21,0.4213478118194565,5.840577548402494,0.007487843441424778
2210,221.53,98.82,85.24,3.44,409.03,170.57,0.417,746.22,7,39.156,3.8,1161.62,187.5,409.03,0.4170109771899372,4.664303351832384,0.009290272107180402
2211,355.29,0.0,456.8,203.02,1015.11,153.38,0.151,1064.31,28,139.51,33.37,0.0,659.82,1015.1100000000001,0.15109692545635445,1.04846765375181,0.03287328466865659
2212,284.74,47.36,211.96,104.23,648.28,143.8,0.222,769.54,28,105.39,14.83,901.12,363.55,648.29,0.22181431149639824,2.5770257138009223,0.022875564947785716
2213,336.25,0.0,432.32,192.14,960.7,139.15,0.145,1026.35,3,56.358,35.34,0.0,624.46,960.71,0.1448407948288245,1.0683244683619406,0.0367852942094909
2214,346.02,0.0,463.32,202.33,1011.67,156.37,0.155,1005.87,28,143.19,38.49,0.0,665.65,1011.67,0.15456621230243064,0.9942669052161278,0.03804600314331749
2215,327.15,15.96,301.62,149.21,793.93,141.5,0.178,836.42,14,101.44,20.55,755.71,466.78999999999996,793.9399999999999,0.17822505479003453,2.0053530493488174,0.02588356802781067
2216,342.89,0.0,440.86,195.94,979.7,151.98,0.155,981.49,28,137.01,35.37,0.0,636.8,979.6899999999999,0.15513070461064213,1.0018373158856373,0.036103257152772815
2217,192.07,80.03,48.02,0.0,320.11,155.43,0.486,719.52,3,14.207,2.29,1166.54,128.05,320.12,0.48553667374734477,5.891728101961764,0.007153567412220417
2218,208.62,86.92,52.15,0.0,347.69,154.24,0.444,745.15,7,27.724,2.38,1207.96,139.07,347.69,0.4436135638068395,5.6173890534671695,0.006845178175961345
2219,222.57,95.68,94.65,10.06,422.95,173.4,0.41,681.54,14,44.195,4.98,1192.64,200.39000000000001,422.96000000000004,0.40996784565916394,4.431104596179307,0.011774163041422358
2220,316.12,25.78,274.87,134.86,751.62,138.48,0.184,815.41,28,113.14,20.89,693.96,435.51,751.63,0.18423958596649948,2.0081289996407805,0.02779293003206365
2221,196.95,82.06,49.24,0.0,328.25,141.92,0.432,770.99,3,18.225,2.73,1154.79,131.3,328.25,0.4323533891850723,5.8668088347296266,0.008316831683168317
2222,208.18,87.02,52.89,0.0,348.1,146.34,0.42,779.53,7,26.232,3.07,1213.08,139.91,348.09000000000003,0.42040851503921395,5.7244103536441715,0.008819558160245912
2223,253.16,81.86,156.14,54.57,545.73,161.13,0.295,755.84,14,75.371,9.15,1097.25,292.57,545.73,0.2952558957726348,3.395616880142195,0.016766532900885055
2224,275.6,53.48,194.53,96.41,620.03,137.64,0.222,771.39,28,102.75,14.6,900.58,344.41999999999996,620.02,0.2219928389406793,2.696638818102642,0.02354762749588723
2225,202.62,84.42,50.65,0.0,337.69,147.29,0.436,720.25,3,19.95,2.85,1245.9,135.07,337.69,0.436169267671533,5.82235186117445,0.008439693209748586
2226,296.39,42.23,230.45,112.63,681.69,130.11,0.191,822.24,28,107.61,19.35,908.5,385.31,681.7,0.19086108258764853,2.5388587355141556,0.028384920052809154
2227,254.22,84.67,169.11,56.44,564.44,154.2,0.273,740.67,14,77.384,8.49,1128.67,310.22,564.44,0.2731911274891928,3.311848912196159,0.015041457019346609
2228,335.31,0.0,431.12,191.61,958.04,140.62,0.147,976.01,28,134.48,36.59,0.0,622.73,958.04,0.14677884013193604,1.0187570456348378,0.038192559809611296
2229,340.35,0.0,437.59,194.49,972.43,142.77,0.147,1064.55,28,135.67,33.15,0.0,632.0799999999999,972.43,0.14681776580319408,1.0947317544707589,0.03408985736762543
2230,209.02,87.09,52.25,0.0,348.36,143.43,0.412,706.68,7,26.236,2.52,1244.23,139.34,348.36,0.41172924560799173,5.6002698358020435,0.007233895969686531
2231,247.06,89.28,123.53,34.25,494.13,187.36,0.379,706.07,14,57.803,5.16,1188.82,247.06,494.12,0.3791791467659678,3.8348781672468224,0.010442807415202785
2232,343.49,0.0,343.84,171.83,859.16,157.84,0.184,911.8,28,120.04,24.28,333.28,515.67,859.16,0.1837143256203734,1.4491829228548814,0.028260161087573912
2233,348.43,0.0,497.02,211.36,1056.82,154.29,0.146,1055.05,28,148.12,40.28,0.0,708.38,1056.81,0.14599596900105033,0.9983346107625779,0.03811470368372745
2234,283.13,50.95,205.39,101.38,640.85,123.59,0.193,755.52,28,104.1,15.51,995.46,357.71999999999997,640.8499999999999,0.19285324178825,2.7322774440196618,0.02420223141140673
2235,220.55,99.51,82.05,1.36,403.47,161.84,0.401,682.56,14,39.515,3.67,1242.47,182.92000000000002,403.47,0.40112028155748874,4.7711849703819365,0.009096091407043894
2236,338.03,0.0,434.62,193.16,965.81,151.67,0.157,968.24,28,135.28,34.04,0.0,627.78,965.81,0.15703916919476915,1.0025160228202235,0.03524502748987896
2237,196.88,82.03,49.22,0.0,328.13,147.04,0.448,796.64,3,16.824,2.12,1207.5,131.25,328.13,0.44811507634169384,6.107762167433639,0.006460853929844879
2238,208.43,86.84,52.11,0.0,347.38,155.9,0.449,785.46,7,28.634,2.96,1197.14,138.95,347.38,0.4487880707006736,5.707294605331338,0.008520928090275779
2239,249.57,81.29,136.03,47.24,514.13,168.82,0.328,742.77,14,67.294,7.77,1146.99,264.56,514.13,0.3283605313831132,3.67564623733297,0.015112909186392546
2240,285.42,44.09,217.16,106.46,653.13,138.9,0.213,800.1,28,106.5,18.25,937.5,367.71,653.13,0.21266822837719904,2.6604198245372284,0.027942369819178418
2241,191.26,79.69,47.81,0.0,318.77,152.21,0.477,755.68,3,12.953,2.6,1220.87,127.5,318.76,0.4775065880286109,6.200746643242565,0.008156606851549756
2242,208.71,86.96,52.18,0.0,347.86,142.91,0.411,794.95,7,24.813,3.17,1183.95,139.14,347.85,0.410838004887164,5.6889463849360355,0.009113123472761248
2243,249.28,80.3,152.22,53.53,535.32,142.66,0.266,778.17,14,74.781,9.39,1053.87,286.04999999999995,535.3299999999999,0.26648982870379023,3.422262903255936,0.017540582444473506
2244,251.11,84.33,133.54,43.89,512.86,171.33,0.334,703.29,28,65.19,7.81,1149.77,261.76,512.87,0.334061263088112,3.613118334080761,0.015228030495057226
2245,198.45,82.69,49.61,0.0,330.75,154.87,0.468,730.41,3,15.246,2.15,1194.97,132.3,330.75,0.46823885109599395,5.821254724111867,0.006500377928949357
2246,217.48,93.13,61.91,0.0,372.53,159.14,0.427,737.45,7,33.239,2.38,1158.08,155.04,372.52,0.4271985396757221,5.088397938365725,0.00638891871577365
2247,243.75,90.24,121.88,31.64,487.51,167.33,0.343,728.62,14,56.548,6.34,1152.77,243.76,487.51,0.3432339849438986,3.8591823757461383,0.013004861438739718
2248,249.78,79.19,139.01,50.41,518.38,146.49,0.283,742.77,28,69.08,9.66,1107.35,268.61,518.39,0.2825864696464052,3.568973166920658,0.018634618723355003
2249,194.94,81.22,48.73,0.0,324.9,159.34,0.49,715.29,3,12.841,2.18,1156.62,129.95,324.89,0.49044291914186344,5.761673181692265,0.00670996337221829
2250,341.09,0.0,482.68,205.94,1029.71,140.88,0.137,1027.16,28,147.5,32.7,0.0,688.62,1029.71,0.13681521981917238,0.9975235745986735,0.03175651396995271
2251,236.84,90.81,118.42,27.61,473.68,168.31,0.355,722.61,14,54.147,6.61,1170.59,236.84000000000003,473.68000000000006,0.3553242695490626,3.9967910825874,0.0139545684850532
2252,319.3,25.35,278.73,136.83,760.21,136.04,0.179,823.0,28,113.33,20.58,501.72,440.9100000000001,760.21,0.17895055313663327,1.7425711316609884,0.02707146709461859
2253,343.34,0.0,381.39,181.18,905.92,155.98,0.172,985.9,28,124.2,25.85,30.69,562.5699999999999,905.9099999999999,0.17218045942753696,1.1221754920466716,0.0285348434171165
2254,341.49,0.0,341.49,170.74,853.71,140.23,0.164,927.49,7,81.406,23.46,286.72,512.23,853.72,0.16425760202408282,1.4222578831466992,0.027479735744740663
2255,339.87,0.0,436.98,194.21,971.06,147.5,0.152,1062.52,28,137.97,32.29,0.0,631.19,971.0600000000001,0.15189586637282967,1.0941857351759932,0.033252322204601156
2256,330.26,9.89,314.43,156.23,810.81,136.69,0.169,857.71,28,117.56,23.65,761.88,480.54999999999995,810.81,0.16858450191783525,1.9974963308296645,0.029168362501695834
2257,334.37,0.0,429.91,191.07,955.34,150.25,0.157,1066.27,3,66.077,32.21,0.0,620.98,955.35,0.15727220390432825,1.1161040456377243,0.03371539226461506
2258,216.36,92.04,59.74,0.0,368.14,155.23,0.422,719.81,7,30.044,2.49,1152.58,151.78,368.14,0.42166023795295265,5.086081382082903,0.006763731189221493
2259,255.83,80.61,147.21,53.74,537.39,140.38,0.261,738.66,14,70.887,9.73,1082.0,281.56,537.39,0.26122555313645585,3.3879677701483093,0.018106031001693373
2260,335.44,0.0,488.81,206.06,1030.31,141.17,0.137,1089.37,28,149.77,41.34,0.0,694.87,1030.31,0.137017014296668,1.0573225534062562,0.040123846221040274
2261,317.28,19.22,286.53,141.34,764.37,129.1,0.169,877.15,28,114.97,22.93,567.02,447.09000000000003,764.37,0.1688972617972971,1.889359864986852,0.029998560906367336
2262,218.39,94.69,65.68,0.0,378.76,153.03,0.404,740.36,7,33.426,3.6,1220.24,160.37,378.76,0.4040289365297286,5.176364980462562,0.009504699545886577
2263,248.75,88.15,126.21,36.84,499.95,173.02,0.346,726.18,14,61.226,7.44,1138.83,251.20000000000002,499.95000000000005,0.3460746074607461,3.7303930393039297,0.01488148814881488
2264,327.97,8.63,314.15,156.21,806.97,140.54,0.174,814.95,28,117.86,23.77,673.07,478.99,806.96,0.17415980965599284,1.8439823535243383,0.029456230792108653
2265,192.44,80.19,48.11,0.0,320.74,153.65,0.479,794.66,3,13.289,1.96,1174.66,128.3,320.74,0.4790484504583151,6.139926420153396,0.006110868616324748
2266,295.28,39.99,232.49,113.43,681.18,132.73,0.195,843.75,7,73.086,18.96,973.67,385.91,681.19,0.19485018864046738,2.6680074575375445,0.027833644064064356
2267,229.59,90.79,114.8,24.0,459.19,159.56,0.347,721.45,14,51.135,5.9,1193.93,229.59,459.18,0.3474890021342393,4.171305370442964,0.012848991680822337
2268,337.88,0.0,434.42,193.07,965.37,142.04,0.147,955.67,28,135.31,31.86,0.0,627.49,965.37,0.14713529527538663,0.9899520391145363,0.03300289008359489
2269,197.17,82.15,49.29,0.0,328.61,140.28,0.427,766.05,3,15.77,2.82,1211.46,131.44,328.61,0.42688901737622104,6.0178022579958,0.008581601290283314
2270,339.89,0.0,414.16,188.51,942.56,155.36,0.165,935.94,7,91.968,31.32,370.68,602.6700000000001,942.5600000000001,0.164827703276184,1.3862459684264132,0.03322865387879816
2271,335.84,0.0,408.71,186.14,930.68,150.16,0.161,953.3,28,127.83,29.04,55.16,594.8499999999999,930.6899999999998,0.1613426597470694,1.083561658554406,0.031202656093865848
2272,251.44,78.82,167.62,60.87,558.75,148.64,0.266,795.89,28,84.467,10.51,1064.15,307.31,558.75,0.26602237136465323,3.3289306487695747,0.01880984340044743
2273,341.09,0.0,438.54,194.91,974.54,153.53,0.158,1026.9,28,136.03,35.82,0.0,633.45,974.54,0.1575409936995916,1.0537279126562278,0.03675580273770189
2274,214.67,94.33,68.32,0.0,377.32,163.67,0.434,787.5,7,36.214,3.71,1242.41,162.64999999999998,377.31999999999994,0.43376974451394046,5.379810240644547,0.009832502915297362
2275,237.43,89.88,118.72,28.84,474.87,171.06,0.36,746.71,14,54.805,6.96,1185.14,237.44,474.87,0.3602249036578432,4.068166024385621,0.014656642870680397
2276,269.27,60.95,179.52,88.65,598.39,120.93,0.202,782.22,28,99.38,14.68,1006.65,329.12,598.39,0.20209228095389295,2.9894717491936698,0.024532495529671284
2277,193.67,80.69,48.42,0.0,322.78,143.19,0.444,701.55,3,9.346,2.24,1177.29,129.11,322.78,0.4436148460251565,5.8208067414337945,0.0069397112584422835
2278,222.75,100.12,83.83,2.07,408.77,160.24,0.392,759.88,7,37.994,3.32,1244.52,186.01999999999998,408.77,0.3920052841451183,4.9034909606869395,0.008121926755877388
2279,257.03,85.44,137.85,46.19,526.52,169.04,0.321,738.77,14,65.911,7.49,1145.95,269.48,526.51,0.3210575297715143,3.5796471102163303,0.014225750697992442
2280,349.71,0.0,449.63,199.83,999.17,153.78,0.154,1005.26,28,138.15,39.21,0.0,649.46,999.1700000000001,0.15390774342704444,1.006095058898886,0.03924257133420739
2281,193.07,80.45,48.27,0.0,321.78,154.93,0.481,740.63,3,13.952,1.8,1166.68,128.72,321.78999999999996,0.48146306597470406,5.927188539109357,0.005593710183660152
2282,214.14,91.02,58.93,0.0,364.09,146.06,0.401,780.23,7,28.283,2.38,1248.82,149.95,364.09,0.4011645472273339,5.572935263259085,0.006536845285506331
2283,258.32,82.43,143.06,51.36,535.16,154.58,0.289,708.35,14,66.614,9.27,1157.41,276.85,535.1700000000001,0.28884279761571086,3.4862940747799764,0.01732159874432423
2284,337.68,0.0,430.87,192.14,960.68,150.01,0.156,981.31,28,129.7,29.52,13.36,623.01,960.69,0.15614818515858392,1.0353704108505344,0.030727914311588545
2285,192.47,80.2,48.12,0.0,320.78,139.25,0.434,750.93,3,13.749,1.81,1203.23,128.32,320.78999999999996,0.4340846036347767,6.0917110882508805,0.005642320521213256
2286,209.89,88.05,54.27,0.0,352.21,145.6,0.413,704.56,7,30.816,3.4,1180.02,142.32,352.21,0.41338973907611937,5.350728258709293,0.009653331819085205
2287,276.81,53.34,195.91,97.06,623.11,133.04,0.214,763.13,28,102.88,14.63,981.92,346.31,623.12,0.21350622673000383,2.800503915778662,0.023478623700089872
2288,252.76,80.26,148.52,53.5,535.04,171.09,0.32,757.08,28,72.53,8.91,1121.84,282.28000000000003,535.04,0.3197704844497608,3.511737440191388,0.01665296052631579
2289,344.77,0.0,486.06,207.71,1038.54,146.05,0.141,1017.56,28,147.21,43.94,0.0,693.77,1038.54,0.14063011535424733,0.9797985633678048,0.042309395882681455
2290,227.26,92.75,109.0,19.33,448.35,165.4,0.369,684.0,7,45.693,6.31,1183.23,221.07999999999998,448.34,0.3689164473390731,4.164763349243878,0.014074140161484587
2291,321.11,22.24,285.53,140.54,769.41,137.59,0.179,882.63,14,102.626,20.45,719.4,448.30999999999995,769.42,0.17882300953965327,2.0821267968079855,0.02657846169842219
2292,297.79,43.04,230.68,112.8,684.31,145.38,0.212,826.66,28,107.42,17.16,936.22,386.52000000000004,684.3100000000001,0.21244757492949098,2.5761423916061434,0.025076354283877188
2293,196.94,82.06,49.24,0.0,328.24,157.87,0.481,753.23,3,12.95,1.92,1179.23,131.3,328.24,0.48095905435047526,5.887338532780892,0.005849378503533999
2294,205.0,85.42,51.25,0.0,341.66,150.31,0.44,703.04,7,27.407,2.88,1193.36,136.67000000000002,341.67,0.43992741534228935,5.550384874293909,0.008429186056721397
2295,254.74,90.64,128.78,37.21,511.37,178.29,0.349,726.44,14,58.445,7.59,1160.3,256.63,511.37,0.3486516612237714,3.689578974128322,0.014842481960224495
2296,342.48,0.0,440.33,195.7,978.51,145.59,0.149,1005.66,28,138.04,36.66,0.0,636.03,978.51,0.14878744213140388,1.0277462672839317,0.0374651255480271
2297,209.31,87.21,52.33,0.0,348.85,153.01,0.439,783.55,3,27.404,2.09,1189.91,139.54,348.85,0.43861258420524574,5.6570445750322484,0.00599111365916583
2298,248.46,91.13,124.23,33.1,496.92,172.37,0.347,700.17,7,58.301,7.08,1166.2,248.46,496.92,0.3468767608468164,3.755876197375835,0.014247766240038639
2299,295.84,35.65,239.07,116.23,686.78,129.76,0.189,780.99,14,109.619,18.97,990.0,390.95,686.79,0.18893693851104412,2.5786484951731974,0.02762125249348418
2300,351.83,0.0,452.35,201.04,1005.22,154.57,0.154,1091.3,28,138.92,40.07,0.0,653.39,1005.22,0.15376733451383776,1.0856329957621216,0.03986192077356201
2301,192.73,80.31,48.18,0.0,321.22,140.75,0.438,767.08,3,16.504,2.66,1196.93,128.49,321.22,0.438173214619264,6.114220783263807,0.008280928958346305
2302,320.31,24.67,280.84,137.95,763.77,132.8,0.174,802.23,28,113.54,22.39,682.85,443.46,763.77,0.17387433389633006,1.9444073477617607,0.029315107951346613
2303,354.35,0.0,457.86,203.05,1015.26,149.21,0.147,996.48,28,140.39,34.76,0.0,660.9100000000001,1015.2600000000001,0.14696727931761322,0.9815022752792387,0.03423753521265488
2304,276.47,57.41,189.91,94.51,618.3,148.44,0.24,817.21,28,101.43,13.36,925.22,341.83,618.3,0.24007763221737022,2.81809801067443,0.02160763383470807
2305,295.76,43.49,228.09,111.6,678.94,125.7,0.185,782.91,28,107.19,18.85,953.4,383.17999999999995,678.9399999999999,0.18514154417179723,2.557383568503844,0.027763867204760366
2306,211.93,89.57,56.78,0.0,358.29,144.42,0.403,708.6,7,31.698,2.45,1234.33,146.35,358.28,0.4030925533102601,5.4229373674221275,0.006838227084961484
2307,226.07,93.31,105.83,17.32,442.53,167.68,0.379,774.04,14,46.688,6.04,1205.45,216.45999999999998,442.53,0.3789121641470635,4.473120466409057,0.013648792172282107
2308,237.56,90.76,118.78,28.02,475.11,169.15,0.356,682.16,28,54.485,7.07,1186.19,237.56000000000003,475.12,0.35601532244485606,3.9323749789526854,0.014880451254419936
2309,192.87,80.36,48.22,0.0,321.45,161.28,0.502,767.13,3,12.223,2.61,1249.02,128.57999999999998,321.45,0.5017265515632291,6.272048530097994,0.00811945870275315
2310,219.93,96.93,87.57,5.57,410.0,157.05,0.383,744.01,7,42.716,4.07,1210.76,190.07,410.0,0.3830487804878049,4.767731707317073,0.009926829268292683
2311,321.97,20.55,289.09,142.49,774.1,128.61,0.166,812.82,28,114.69,20.15,579.55,452.13,774.1,0.16614132541015375,1.7986952590104637,0.026030228652628856
2312,264.53,69.26,176.35,77.7,587.84,142.12,0.242,815.88,28,94.062,12.72,972.71,323.31,587.8399999999999,0.2417664670658683,3.042647659227001,0.02163854109961895
2313,197.8,82.42,49.45,0.0,329.67,149.13,0.452,790.17,3,15.8,2.53,1241.55,131.87,329.67,0.4523614523614523,6.162890162890162,0.00767434100767434
2314,207.02,86.86,53.57,0.0,347.46,152.48,0.439,738.38,7,30.838,2.4,1164.15,140.43,347.45000000000005,0.4388545114404949,5.475694344510002,0.00690746870053245
2315,278.67,49.53,203.02,100.15,631.37,135.88,0.215,833.66,14,93.842,16.08,924.87,352.70000000000005,631.3700000000001,0.21521453347482453,2.7852606237230146,0.02546842580420355
2316,339.62,0.0,436.66,194.07,970.35,144.24,0.149,1016.19,28,134.62,35.59,0.0,630.73,970.35,0.14864739526974804,1.047240686350286,0.036677487504508686
2317,343.86,0.0,442.1,196.49,982.45,138.83,0.141,1087.28,28,134.43,33.42,0.0,638.59,982.45,0.1413099903302967,1.106702631177159,0.03401699832052522
2318,317.21,25.48,276.45,135.68,754.82,133.26,0.177,894.28,7,83.343,20.47,580.12,437.61,754.8199999999999,0.17654540155268805,1.9533133727246235,0.027119048249913888
2319,254.61,81.97,155.26,54.65,546.49,156.52,0.286,726.64,14,74.171,10.37,1112.77,291.88,546.49,0.2864096323811964,3.3658621383739864,0.01897564456806163
2320,338.23,0.0,378.93,179.29,896.44,140.47,0.157,987.62,28,124.54,27.77,185.0,558.22,896.45,0.15669585587595514,1.3080707234090019,0.030977745551899156
2321,192.73,80.3,48.18,0.0,321.21,146.75,0.457,717.1,3,9.886,1.96,1192.59,128.48,321.21,0.45686622458827564,5.945300582173656,0.006101927088197752
2322,326.21,14.76,302.6,149.82,793.39,132.88,0.167,835.11,7,75.376,22.9,608.33,467.18,793.39,0.16748383518824286,1.8193322325716232,0.02886348454102018
2323,256.17,81.35,150.58,54.23,542.34,168.74,0.311,773.82,14,72.552,9.64,1140.17,286.16,542.33,0.31113897442516547,3.5291980897239688,0.017775155348219718
2324,247.37,82.19,163.56,54.79,547.9,153.25,0.28,742.61,28,79.505,10.83,1139.58,300.54,547.9100000000001,0.2796992206749283,3.4352174627219796,0.01976601996678286
2325,197.18,82.16,49.29,0.0,328.63,143.82,0.438,761.23,3,18.749,2.17,1193.83,131.45,328.63,0.43763503027721146,5.949122113014637,0.0066031707391291114
2326,220.06,98.38,75.08,0.0,393.51,171.7,0.436,720.45,7,34.668,3.77,1243.27,173.45999999999998,393.52,0.43631835738971336,4.990140272413092,0.009580199227485263
2327,328.8,0.0,422.75,187.89,939.44,136.49,0.145,1034.51,14,117.717,29.59,0.0,610.64,939.44,0.14528868261943287,1.101198586391893,0.031497487865111126
2328,269.83,58.29,182.21,90.92,601.25,122.16,0.203,778.17,28,100.61,12.63,960.42,331.42,601.25,0.20317671517671518,2.8916257796257794,0.021006237006237008
2329,344.14,0.0,461.1,201.31,1006.55,154.1,0.153,986.8,28,143.24,39.1,0.0,662.4100000000001,1006.5500000000001,0.1530972132531916,0.9803785206894837,0.03884556157170533
2330,209.68,87.37,52.42,0.0,349.46,160.62,0.46,719.97,7,22.567,2.07,1244.73,139.79000000000002,349.47,0.45961026697570606,5.621941797579191,0.005923255215039917
2331,222.89,99.65,85.19,3.04,410.78,166.69,0.406,738.77,14,41.188,3.46,1181.79,187.88,410.77,0.4057988655451956,4.67551184361078,0.008423205199990262
2332,245.94,87.33,124.56,36.17,494.0,171.32,0.347,700.56,28,61.07,7.01,1136.65,248.06,494.0,0.34680161943319837,3.7190485829959514,0.014190283400809717
2333,202.17,84.24,50.54,0.0,336.96,140.49,0.417,743.29,3,24.514,2.81,1169.77,134.78,336.95,0.4169461344413118,5.677578275708562,0.008339516248701589
2334,238.92,88.47,119.46,30.99,477.84,168.63,0.353,683.58,7,57.426,5.06,1197.71,238.92000000000002,477.84000000000003,0.3529005524861878,3.937070986104135,0.010589318600368323
2335,260.68,67.07,173.79,77.76,579.3,119.98,0.207,757.57,14,93.321,13.64,1000.89,318.62,579.3,0.20711203176247198,3.0354911099602973,0.02354565855342655
2336,338.58,0.0,433.88,193.12,965.58,144.53,0.15,977.96,28,129.87,38.03,240.84,627.0,965.5799999999999,0.149682056380621,1.2622465254044202,0.03938565421819011
